# Case: R.ST0 - All Stations Combined
#
Station,X/H,LR,Y/H,U/Ur,V/Ur,uu,vv,uv,uuu,uvv,vuu,vvv
21,20.0,22,2.8,0.939,-0.007,0.65,0.52,0.11,0.05,0.03,0.01,0.03
21,20.0,23,3.2,0.94,-0.008,0.56,0.43,0.1,0.04,0.02,0.0,0.02
21,20.0,24,3.6,0.94,-0.008,0.58,0.41,0.14,0.04,0.02,0.0,0.01
21,20.0,25,4.0,0.941,-0.009,0.53,0.38,0.1,0.04,0.02,0.0,0.01
21,20.0,26,5.0,0.942,-0.01,0.51,0.36,0.1,0.04,0.02,0.0,0.01
21,20.0,27,6.0,0.943,-0.011,0.49,0.33,0.09,0.04,0.02,0.0,0.01
21,20.0,28,7.5,0.931,-0.01,0.83,0.55,0.18,-0.12,-0.02,-0.03,-0.02
21,20.0,29,8.2,0.8,-0.003,3.58,2.29,0.95,-0.56,-0.22,-0.27,-0.2
22,32.0,2,0.1,0.581,-0.005,5.31,2.95,-0.89,0.23,0.07,0.14,0.13
22,32.0,3,0.15,0.604,-0.004,5.42,2.86,-0.97,0.18,0.03,0.08,0.12
22,32.0,4,0.2,0.621,-0.004,5.28,3.02,-1.01,0.23,0.03,0.1,0.13
22,32.0,5,0.3,0.645,-0.005,5.26,3.32,-1.16,0.26,0.13,0.04,0.02
22,32.0,6,0.4,0.662,-0.004,5.73,3.35,-1.3,0.16,0.11,0.08,-0.05
22,32.0,7,0.5,0.679,-0.005,5.66,3.63,-1.5,0.48,0.2,-0.11,-0.09
22,32.0,8,0.6,0.691,-0.006,5.74,3.9,-1.59,0.32,0.08,-0.08,0.02
22,32.0,9,0.7,0.705,-0.006,5.98,3.85,-1.69,0.1,0.01,-0.01,0.09
22,32.0,10,0.8,0.718,-0.008,5.9,3.96,-1.71,-0.18,-0.18,0.12,0.28
22,32.0,11,0.9,0.734,-0.009,5.99,4.06,-1.88,-0.45,-0.3,0.28,0.44
22,32.0,12,1.0,0.747,-0.01,6.16,4.15,-1.97,-0.8,-0.39,0.42,0.41
22,32.0,13,1.1,0.761,-0.009,6.0,4.01,-1.94,-0.99,-0.45,0.49,0.59
22,32.0,14,1.15,0.769,-0.011,5.92,3.9,-1.92,-1.18,-0.57,0.57,0.69
22,32.0,15,1.2,0.778,-0.013,5.84,3.8,-1.89,-1.36,-0.69,0.64,0.78
22,32.0,16,1.3,0.792,-0.013,5.61,3.73,-1.83,-1.53,-0.86,0.75,0.82
22,32.0,17,1.4,0.808,-0.013,5.43,3.53,-1.75,-1.75,-0.99,0.9,0.89
22,32.0,18,1.5,0.821,-0.013,5.15,3.37,-1.66,-2.08,-1.05,1.02,0.92
22,32.0,19,1.7,0.848,-0.012,4.49,2.86,-1.39,-2.39,-1.15,1.1,0.92
22,32.0,20,2.0,0.886,-0.011,3.01,2.01,-0.8,-1.88,-0.81,0.76,0.61
22,32.0,21,2.4,0.922,-0.008,1.41,1.1,-0.35,-0.74,-0.31,0.39,0.29
22,32.0,22,2.8,0.936,-0.006,0.7,0.64,-0.06,0.0,-0.01,0.04,0.05
22,32.0,23,3.2,0.941,-0.003,0.53,0.45,0.0,0.05,0.03,0.02,0.04
22,32.0,24,3.6,0.942,-0.004,0.44,0.37,0.01,0.04,0.02,0.01,0.01
22,32.0,25,4.0,0.943,-0.005,0.4,0.33,0.01,0.04,0.02,0.01,0.01
22,32.0,26,5.0,0.944,-0.006,0.39,0.32,0.02,0.04,0.03,0.01,0.01
22,32.0,27,6.0,0.944,-0.007,0.38,0.3,0.03,0.04,0.03,0.01,0.02
22,32.0,28,7.5,0.912,-0.005,1.21,0.87,0.25,-0.28,-0.11,-0.1,-0.07
