# Case: R.ST6 - All Stations Combined
#
Station,X/H,LR,Y/H,U/Ur,V/Ur,uu,vv,uv,uuu,uvv,vuu,vvv
5,1.0,27,6.0,0.994,0.025,0.35,0.26,0.12,0.02,0.02,0.01,0.02
6,1.5,7,0.5,-0.022,0.013,4.96,2.65,-0.22,-1.57,-0.21,0.47,0.33
6,1.5,8,0.6,-0.01,0.01,5.07,3.06,-0.49,-0.61,0.05,0.1,-0.21
6,1.5,9,0.7,0.029,0.005,8.22,5.34,-1.6,3.76,2.03,-1.5,-1.82
6,1.5,10,0.8,0.131,-0.007,13.72,9.25,-5.0,1.76,2.31,-2.67,-3.33
6,1.5,11,0.9,0.281,-0.025,15.21,11.1,-6.6,0.02,0.21,0.1,-1.23
6,1.5,12,1.0,0.435,-0.025,15.5,9.91,-5.9,-1.93,-2.13,2.35,1.73
6,1.5,13,1.1,0.592,-0.012,12.94,6.75,-3.67,-6.58,-3.06,3.29,2.6
6,1.5,14,1.15,0.649,-0.007,9.83,5.06,-2.64,-5.13,-2.13,2.21,1.99
6,1.5,15,1.2,0.688,-0.002,7.43,3.94,-1.76,-2.19,-1.02,1.06,1.08
6,1.5,16,1.3,0.743,-0.002,5.14,2.8,-1.29,-0.74,-0.25,0.26,0.33
6,1.5,17,1.4,0.777,-0.002,4.44,2.46,-1.15,-0.46,-0.17,0.14,0.19
6,1.5,18,1.5,0.808,-0.002,3.86,2.26,-1.02,-0.56,-0.15,0.2,0.14
6,1.5,19,1.7,0.859,-0.003,3.17,1.78,-0.83,-0.57,-0.18,0.25,0.16
6,1.5,20,2.0,0.919,-0.002,2.09,1.34,-0.47,-0.39,-0.14,0.19,0.14
6,1.5,21,2.4,0.974,0.002,0.98,0.7,-0.05,-0.1,-0.03,0.05,0.04
6,1.5,22,2.8,0.99,0.004,0.57,0.45,0.08,0.06,0.03,0.01,0.01
6,1.5,23,3.2,0.991,0.007,0.57,0.44,0.08,0.06,0.02,0.0,-0.01
6,1.5,24,3.6,0.99,0.009,0.56,0.45,0.08,0.06,0.04,0.0,0.0
6,1.5,25,4.0,0.99,0.011,0.57,0.45,0.1,0.07,0.05,0.01,0.01
6,1.5,26,5.0,0.988,0.015,0.56,0.46,0.12,0.03,0.03,0.01,0.01
6,1.5,27,6.0,0.993,0.025,0.53,0.42,0.1,0.03,0.02,0.0,0.0
6,1.5,28,8.0,1.001,0.053,0.64,0.52,0.13,-0.02,0.0,-0.01,-0.01
7,2.0,2,0.1,-0.08,0.005,6.28,2.47,-0.2,0.49,0.01,-0.03,0.07
7,2.0,3,0.15,-0.085,0.009,6.28,2.94,0.11,0.82,0.01,0.01,-0.02
7,2.0,4,0.2,-0.088,0.015,6.23,3.26,-0.13,0.87,0.12,0.02,-0.03
7,2.0,5,0.3,-0.084,0.021,6.39,3.73,-0.27,0.35,0.14,-0.14,-0.11
7,2.0,6,0.4,-0.072,0.025,6.94,4.11,-0.44,0.41,0.25,-0.02,-0.16
7,2.0,7,0.5,-0.039,0.021,8.14,4.95,-1.17,0.36,0.65,-0.58,-0.68
7,2.0,8,0.6,0.009,0.013,11.1,6.56,-2.8,1.33,1.6,-1.83,-2.51
7,2.0,9,0.7,0.099,-0.005,14.33,9.38,-4.47,1.25,1.75,-2.17,-2.91
7,2.0,10,0.8,0.208,-0.021,15.12,10.85,-5.67,-1.15,-0.11,-0.11,-1.73
7,2.0,11,0.9,0.329,-0.027,15.53,11.17,-6.1,-0.81,-0.57,0.86,-0.74
7,2.0,12,1.0,0.477,-0.033,15.33,9.81,-5.07,-2.36,-1.81,1.99,1.69
7,2.0,13,1.1,0.583,-0.018,13.7,7.5,-4.22,-6.42,-3.07,3.65,2.79
7,2.0,14,1.15,0.63,-0.013,11.39,6.14,-3.23,-5.26,-2.35,2.74,2.11
7,2.0,15,1.2,0.677,-0.008,9.07,4.78,-2.24,-4.1,-1.63,1.82,1.42
7,2.0,16,1.3,0.734,-0.004,5.86,3.25,-1.29,-1.18,-0.48,0.52,0.54
7,2.0,17,1.4,0.773,-0.006,4.65,2.68,-1.04,-0.55,-0.19,0.22,0.19
7,2.0,18,1.5,0.807,-0.006,4.16,2.3,-0.91,-0.5,-0.16,0.15,0.2
7,2.0,19,1.7,0.86,-0.007,3.28,1.86,-0.76,-0.49,-0.17,0.19,0.18
7,2.0,20,2.0,0.917,-0.006,2.23,1.32,-0.43,-0.41,-0.13,0.17,0.14
7,2.0,21,2.4,0.972,-0.003,1.01,0.75,-0.01,-0.11,-0.03,0.03,0.04
7,2.0,22,2.8,0.985,-0.001,0.66,0.56,0.08,0.02,0.01,0.0,0.0
7,2.0,23,3.2,0.984,0.002,0.68,0.56,0.13,0.02,0.01,-0.01,0.0
7,2.0,24,3.6,0.983,0.005,0.67,0.55,0.14,0.03,0.01,-0.01,-0.01
7,2.0,25,4.0,0.984,0.007,0.63,0.51,0.1,0.03,0.02,0.0,0.0
7,2.0,26,5.0,0.983,0.014,0.61,0.5,0.1,0.03,0.02,0.0,0.0
7,2.0,27,6.0,0.984,0.023,0.66,0.53,0.13,0.02,0.01,-0.01,0.0
7,2.0,28,8.0,0.991,0.051,0.7,0.63,0.12,-0.01,-0.01,-0.01,-0.01
8,3.0,2,0.1,-0.15,0.0,6.86,4.39,-0.85,1.1,0.55,-0.51,-0.86
8,3.0,3,0.15,-0.146,0.003,7.06,4.92,-0.79,1.69,0.99,-0.92,-1.18
8,3.0,4,0.2,-0.136,0.002,8.21,5.91,-1.24,2.46,1.16,-1.19,-1.71
8,3.0,5,0.3,-0.11,0.001,10.24,7.18,-1.99,4.6,2.05,-2.1,-1.96
8,3.0,6,0.4,-0.072,-0.001,13.87,9.41,-3.44,6.25,2.89,-2.69,-3.22
8,3.0,7,0.5,-0.005,-0.009,18.72,11.52,-5.2,6.17,3.03,-2.94,-3.93
8,3.0,8,0.6,0.083,-0.016,21.73,13.4,-6.38,-2.68,0.25,-0.62,-1.91
8,3.0,9,0.7,0.184,-0.026,19.98,13.76,-6.41,-6.68,-1.54,0.71,-1.19
8,3.0,10,0.8,0.279,-0.029,17.72,12.93,-6.25,-4.63,-1.75,1.48,-0.2
8,3.0,11,0.9,0.373,-0.029,17.08,12.15,-6.36,-3.23,-2.2,1.63,1.21
8,3.0,12,1.0,0.465,-0.029,16.58,11.08,-5.86,-4.66,-2.68,2.92,2.3
8,3.0,13,1.1,0.563,-0.026,15.21,9.48,-4.91,-7.17,-3.77,4.15,3.43
8,3.0,14,1.15,0.609,-0.023,13.32,8.04,-3.99,-6.92,-3.27,3.54,2.81
8,3.0,15,1.2,0.656,-0.021,11.43,6.6,-3.06,-6.67,-2.78,2.93,2.19
8,3.0,16,1.3,0.721,-0.016,7.87,4.82,-2.09,-4.17,-2.0,1.94,1.82
8,3.0,17,1.4,0.766,-0.015,5.31,3.3,-1.21,-1.1,-0.6,0.41,0.61
8,3.0,18,1.5,0.802,-0.015,4.25,2.72,-0.98,-0.61,-0.32,0.28,0.28
8,3.0,19,1.7,0.852,-0.015,3.24,2.08,-0.7,-0.45,-0.18,0.17,0.18
8,3.0,20,2.0,0.908,-0.013,2.28,1.48,-0.41,-0.37,-0.18,0.14,0.11
8,3.0,21,2.4,0.961,-0.01,1.14,0.86,0.04,-0.14,-0.04,0.07,0.05
8,3.0,22,2.8,0.978,-0.006,0.7,0.64,0.22,0.0,0.0,-0.02,-0.02
8,3.0,23,3.2,0.98,-0.002,0.65,0.57,0.21,0.02,0.01,-0.01,-0.01
8,3.0,24,3.6,0.977,0.001,0.65,0.57,0.21,0.03,0.02,-0.01,0.0
8,3.0,25,4.0,0.978,0.005,0.65,0.56,0.21,0.02,0.01,-0.01,-0.01
8,3.0,26,5.0,0.974,0.012,0.69,0.6,0.24,0.02,0.01,-0.01,-0.01
8,3.0,27,6.0,0.974,0.012,0.69,0.6,0.24,0.02,0.01,-0.01,-0.01
9,4.0,2,0.1,-0.149,-0.007,8.77,5.72,-1.26,2.95,1.25,-1.38,-1.7
9,4.0,3,0.15,-0.152,-0.009,8.91,6.27,-1.95,4.55,2.17,-2.42,-2.82
9,4.0,4,0.2,-0.137,-0.01,10.69,7.59,-2.88,7.07,3.62,-3.42,-3.47
9,4.0,5,0.3,-0.098,-0.019,15.75,10.65,-5.36,12.26,5.26,-5.51,-5.3
9,4.0,6,0.4,-0.047,-0.023,21.36,13.8,-7.19,14.77,5.96,-6.28,-5.06
9,4.0,7,0.5,0.033,-0.034,28.12,15.93,-9.06,8.82,2.68,-2.84,-3.27
9,4.0,8,0.6,0.129,-0.038,29.32,16.46,-9.28,-9.0,-1.62,2.6,-0.64
9,4.0,9,0.7,0.226,-0.044,27.19,15.76,-9.33,-17.56,-5.75,6.65,2.06
9,4.0,10,0.8,0.319,-0.048,22.23,14.49,-8.07,-12.61,-5.94,6.43,3.28
9,4.0,11,0.9,0.395,-0.047,19.91,13.09,-7.37,-9.43,-5.3,5.69,3.37
9,4.0,12,1.0,0.475,-0.045,17.68,11.53,-6.3,-7.86,-4.87,5.27,4.32
9,4.0,13,1.1,0.56,-0.042,16.32,9.1,-4.91,-7.26,-3.96,4.36,3.3
9,4.0,14,1.15,0.596,-0.04,14.82,8.05,-4.23,-8.28,-3.85,4.31,3.2
9,4.0,15,1.2,0.633,-0.038,13.32,7.0,-3.56,-9.29,-3.74,4.27,3.1
9,4.0,16,1.3,0.704,-0.032,9.85,5.01,-2.52,-6.94,-2.55,2.72,2.19
9,4.0,17,1.4,0.751,-0.03,6.8,3.6,-1.7,-3.37,-1.32,1.36,1.43
9,4.0,18,1.5,0.788,-0.028,4.75,2.72,-1.19,-1.38,-0.6,0.7,0.82
9,4.0,19,1.7,0.839,-0.026,3.39,1.9,-0.77,-0.6,-0.18,0.22,0.25
9,4.0,20,2.0,0.897,-0.023,2.19,1.21,-0.47,-0.43,-0.13,0.17,0.13
9,4.0,21,2.4,0.951,-0.017,1.0,0.65,-0.04,-0.17,-0.04,0.06,0.06
9,4.0,22,2.8,0.968,-0.012,0.51,0.41,0.13,0.03,0.02,0.02,0.02
9,4.0,23,3.2,0.966,-0.005,0.47,0.36,0.12,0.02,0.01,0.0,0.0
9,4.0,24,3.6,0.964,-0.001,0.47,0.36,0.13,0.02,0.02,0.0,0.01
9,4.0,25,4.0,0.963,0.0,0.48,0.36,0.12,0.04,0.02,0.0,0.01
9,4.0,26,5.0,0.961,0.011,0.48,0.38,0.14,0.03,0.02,0.01,0.01
9,4.0,27,6.0,0.962,0.025,0.44,0.32,0.11,0.03,0.02,0.0,0.01
9,4.0,28,8.0,0.959,0.051,0.47,0.39,0.12,0.02,0.02,0.01,0.01
10,5.0,2,0.1,-0.12,-0.013,9.68,7.25,-2.86,6.43,3.18,-2.96,-2.59
10,5.0,3,0.15,-0.111,-0.014,12.14,8.46,-3.3,9.86,4.19,-3.77,-4.41
10,5.0,4,0.2,-0.091,-0.019,15.02,10.41,-4.81,13.73,5.4,-5.02,-5.03
10,5.0,5,0.3,-0.04,-0.032,21.53,14.44,-7.65,16.88,6.41,-6.14,-5.34
10,5.0,6,0.4,0.029,-0.042,28.18,17.13,-9.62,11.55,3.65,-2.46,-4.31
10,5.0,9,0.7,0.277,-0.062,26.53,16.19,-9.24,-19.84,-6.88,7.31,3.84
10,5.0,10,0.8,0.355,-0.062,21.82,14.49,-7.85,-13.8,-6.37,7.06,4.04
10,5.0,11,0.9,0.425,-0.062,20.32,12.55,-7.16,-11.75,-6.03,7.23,4.39
10,5.0,12,1.0,0.492,-0.058,18.37,10.78,-5.94,-10.28,-5.06,5.69,3.61
10,5.0,13,1.1,0.565,-0.054,16.53,8.94,-4.88,-10.11,-4.74,5.4,3.97
10,5.0,14,1.15,0.597,-0.052,14.84,8.01,-4.2,-9.16,-4.03,4.51,3.47
10,5.0,15,1.2,0.629,-0.049,13.14,7.07,-3.53,-8.22,-3.32,3.62,2.96
10,5.0,16,1.3,0.688,-0.043,10.61,5.31,-2.62,-7.83,-2.51,2.45,2.4
10,5.0,17,1.4,0.735,-0.04,7.55,4.05,-1.89,-4.75,-1.87,1.99,1.72
10,5.0,18,1.5,0.775,-0.037,5.36,2.93,-1.28,-2.11,-0.74,0.81,0.96
10,5.0,19,1.7,0.826,-0.034,3.47,1.88,-0.76,-0.73,-0.18,0.28,0.28
10,5.0,20,2.0,0.883,-0.029,2.16,1.2,-0.44,-0.37,-0.12,0.17,0.12
10,5.0,21,2.4,0.936,-0.022,1.04,0.66,-0.06,-0.17,-0.05,0.07,0.06
10,5.0,22,2.8,0.954,-0.016,0.51,0.4,0.12,0.03,0.02,0.01,0.02
10,5.0,23,3.2,0.954,-0.008,0.47,0.35,0.12,0.03,0.02,0.0,0.0
10,5.0,24,3.6,0.954,-0.003,0.47,0.34,0.12,0.05,0.03,0.01,0.01
10,5.0,25,4.0,0.952,0.0,0.43,0.32,0.1,0.01,0.01,-0.01,0.0
10,5.0,26,5.0,0.95,0.011,0.49,0.36,0.14,0.03,0.02,0.01,0.01
10,5.0,27,6.0,0.95,0.025,0.48,0.36,0.14,0.03,0.03,0.01,0.02
10,5.0,28,8.0,0.949,0.051,0.44,0.35,0.1,0.02,0.01,0.01,0.0
11,6.0,2,0.1,-0.047,-0.024,13.85,8.47,-3.62,9.65,4.45,-3.28,-3.65
11,6.0,3,0.15,-0.034,-0.027,16.41,11.27,-4.25,12.46,5.7,-3.89,-4.48
11,6.0,4,0.2,-0.007,-0.035,19.14,12.99,-5.46,12.23,5.23,-3.59,-4.2
11,6.0,5,0.3,0.047,-0.051,23.66,16.17,-7.51,7.96,3.59,-2.03,-3.38
11,6.0,6,0.4,0.106,-0.059,25.88,17.62,-8.41,0.38,-0.16,1.61,-0.6
11,6.0,7,0.5,0.169,-0.064,25.84,18.86,-8.64,-6.46,-3.62,2.73,2.61
11,6.0,8,0.6,0.239,-0.066,25.06,18.33,-8.76,-11.81,-6.8,5.73,4.54
11,6.0,9,0.7,0.306,-0.066,22.67,17.21,-7.99,-11.66,-7.72,6.56,4.6
11,6.0,10,0.8,0.371,-0.064,21.25,15.71,-7.46,-11.82,-7.59,7.21,5.89
11,6.0,11,0.9,0.433,-0.062,19.09,13.75,-6.66,-8.6,-6.95,5.91,5.55
11,6.0,12,1.0,0.494,-0.057,17.26,12.26,-5.83,-10.76,-6.09,6.1,4.8
11,6.0,13,1.1,0.553,-0.052,14.58,10.74,-4.77,-9.2,-5.74,5.15,4.48
11,6.0,14,1.15,0.583,-0.051,13.46,9.72,-4.27,-9.0,-5.11,4.7,3.86
11,6.0,15,1.2,0.612,-0.049,12.33,8.7,-3.77,-8.8,-4.48,4.26,3.24
11,6.0,16,1.3,0.663,-0.044,9.85,6.83,-2.92,-7.0,-3.77,3.32,2.82
11,6.0,17,1.4,0.71,-0.041,7.32,5.41,-2.29,-4.76,-2.76,2.57,2.56
11,6.0,18,1.5,0.747,-0.038,5.4,3.9,-1.55,-2.54,-1.55,1.44,1.53
11,6.0,19,1.7,0.804,-0.036,3.28,2.48,-0.75,-0.62,-0.32,0.31,0.39
11,6.0,20,2.0,0.862,-0.032,2.05,1.55,-0.43,-0.37,-0.19,0.2,0.19
11,6.0,21,2.4,0.917,-0.025,1.0,0.8,-0.03,-0.14,-0.05,0.08,0.06
11,6.0,22,2.8,0.937,-0.018,0.5,0.47,0.13,0.02,0.01,0.0,0.0
11,6.0,23,3.2,0.938,-0.01,0.46,0.43,0.15,0.04,0.03,0.01,0.02
11,6.0,24,3.6,0.938,-0.005,0.47,0.42,0.14,0.04,0.03,0.0,0.01
11,6.0,25,4.0,0.937,-0.001,0.45,0.39,0.09,0.06,0.03,-0.01,-0.01
11,6.0,26,5.0,0.937,0.011,0.44,0.37,0.09,0.05,0.03,-0.01,-0.01
11,6.0,27,6.0,0.936,0.024,0.42,0.36,0.09,0.04,0.03,-0.01,0.0
11,6.0,28,8.0,0.934,0.048,0.4,0.37,0.12,0.01,0.01,0.01,0.01
12,7.1,2,0.1,0.043,-0.025,17.44,10.44,-3.13,8.3,3.84,-1.69,-3.0
12,7.1,3,0.15,0.058,-0.028,18.46,11.2,-3.7,7.94,3.49,-2.03,-3.46
12,7.1,4,0.2,0.081,-0.037,19.58,13.18,-4.65,5.39,2.76,-2.07,-3.21
12,7.1,5,0.3,0.131,-0.045,23.06,15.78,-6.79,1.18,1.48,-0.57,-2.05
12,7.1,6,0.4,0.179,-0.053,24.13,17.32,-8.09,-2.08,-1.27,0.93,0.57
12,7.1,7,0.5,0.235,-0.056,23.38,17.67,-8.42,-6.87,-3.66,3.57,2.65
12,7.1,8,0.6,0.287,-0.063,23.57,16.9,-8.29,-10.09,-4.21,4.24,3.76
12,7.1,9,0.7,0.338,-0.063,22.51,16.32,-8.39,-9.02,-6.2,5.52,5.41
12,7.1,10,0.8,0.392,-0.063,21.1,14.44,-7.63,-9.9,-6.78,6.68,5.84
12,7.1,11,0.9,0.447,-0.062,20.06,13.77,-7.29,-11.3,-7.32,8.31,6.39
12,7.1,12,1.0,0.498,-0.056,18.77,11.89,-6.41,-11.84,-7.07,7.78,6.05
12,7.1,13,1.1,0.554,-0.055,16.47,10.04,-4.96,-11.89,-5.85,6.09,4.59
12,7.1,14,1.15,0.58,-0.052,15.59,9.34,-4.67,-12.44,-5.86,6.07,4.68
12,7.1,15,1.2,0.606,-0.05,14.71,8.64,-4.38,-12.99,-5.86,6.05,4.76
12,7.1,16,1.3,0.655,-0.048,12.23,7.02,-3.42,-10.74,-4.59,4.64,3.56
12,7.1,17,1.4,0.701,-0.042,9.1,5.28,-2.46,-7.84,-2.93,3.06,2.63
12,7.1,18,1.5,0.738,-0.041,6.83,4.34,-1.92,-5.23,-2.3,2.37,2.18
12,7.1,19,1.7,0.798,-0.038,3.84,2.53,-0.92,-1.04,-0.44,0.49,0.64
12,7.1,20,2.0,0.858,-0.033,2.3,1.49,-0.37,-0.39,-0.12,0.21,0.21
12,7.1,21,2.4,0.912,-0.027,1.09,0.86,-0.02,-0.13,-0.04,0.07,0.06
12,7.1,22,2.8,0.931,-0.021,0.68,0.6,0.17,0.05,0.04,0.02,0.02
12,7.1,23,3.2,0.933,-0.013,0.62,0.54,0.19,0.05,0.02,0.0,-0.01
12,7.1,24,3.6,0.934,-0.007,0.64,0.55,0.2,0.06,0.04,0.01,0.0
12,7.1,25,4.0,0.934,-0.004,0.59,0.51,0.18,0.04,0.03,0.01,-0.01
12,7.1,26,5.0,0.935,0.009,0.54,0.45,0.15,0.04,0.03,0.01,0.0
12,7.1,27,6.0,0.935,0.022,0.48,0.39,0.13,0.05,0.03,0.02,0.01
12,7.1,28,8.0,0.938,0.044,0.78,0.65,0.23,0.1,0.08,0.04,0.03
13,7.6,2,0.1,0.1,-0.022,18.65,9.43,-1.89,2.96,1.25,-0.51,-1.75
13,7.6,3,0.15,0.096,-0.025,17.71,10.8,-3.17,4.86,2.6,-1.45,-2.94
13,7.6,4,0.2,0.118,-0.028,19.02,12.23,-4.23,2.71,2.43,-1.37,-2.71
13,7.6,5,0.3,0.163,-0.04,20.83,14.63,-6.19,0.5,0.65,-0.22,-1.62
13,7.6,6,0.4,0.208,-0.049,21.78,15.88,-7.45,-2.54,-1.17,0.76,0.29
13,7.6,7,0.5,0.255,-0.056,22.21,16.12,-8.14,-5.01,-3.19,2.61,0.8
13,7.6,8,0.6,0.3,-0.061,21.97,16.19,-8.24,-6.93,-4.67,3.94,3.38
13,7.6,9,0.7,0.347,-0.059,21.05,15.36,-7.85,-6.26,-5.07,4.38,4.63
