"U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,0.1836,0.127,0.1836,0
nan,nan,nan,0.1838,0.127,0.1838,0
nan,nan,nan,0.184,0.127,0.184,0
nan,nan,nan,0.1842,0.127,0.1842,0
nan,nan,nan,0.1844,0.127,0.1844,0
nan,nan,nan,0.1846,0.127,0.1846,0
nan,nan,nan,0.1848,0.127,0.1848,0
nan,nan,nan,0.185,0.127,0.185,0
nan,nan,nan,0.1852,0.127,0.1852,0
nan,nan,nan,0.1854,0.127,0.1854,0
nan,nan,nan,0.1856,0.127,0.1856,0
nan,nan,nan,0.1858,0.127,0.1858,0
nan,nan,nan,0.186,0.127,0.186,0
nan,nan,nan,0.1862,0.127,0.1862,0
nan,nan,nan,0.1864,0.127,0.1864,0
nan,nan,nan,0.1866,0.127,0.1866,0
nan,nan,nan,0.1868,0.127,0.1868,0
nan,nan,nan,0.187,0.127,0.187,0
nan,nan,nan,0.1872,0.127,0.1872,0
nan,nan,nan,0.1874,0.127,0.1874,0
nan,nan,nan,0.1876,0.127,0.1876,0
nan,nan,nan,0.1878,0.127,0.1878,0
nan,nan,nan,0.188,0.127,0.188,0
nan,nan,nan,0.1882,0.127,0.1882,0
nan,nan,nan,0.1884,0.127,0.1884,0
nan,nan,nan,0.1886,0.127,0.1886,0
nan,nan,nan,0.1888,0.127,0.1888,0
nan,nan,nan,0.189,0.127,0.189,0
nan,nan,nan,0.1892,0.127,0.1892,0
nan,nan,nan,0.1894,0.127,0.1894,0
nan,nan,nan,0.1896,0.127,0.1896,0
nan,nan,nan,0.1898,0.127,0.1898,0
nan,nan,nan,0.19,0.127,0.19,0
nan,nan,nan,0.1902,0.127,0.1902,0
nan,nan,nan,0.1904,0.127,0.1904,0
nan,nan,nan,0.1906,0.127,0.1906,0
nan,nan,nan,0.1908,0.127,0.1908,0
nan,nan,nan,0.191,0.127,0.191,0
nan,nan,nan,0.1912,0.127,0.1912,0
nan,nan,nan,0.1914,0.127,0.1914,0
nan,nan,nan,0.1916,0.127,0.1916,0
nan,nan,nan,0.1918,0.127,0.1918,0
nan,nan,nan,0.192,0.127,0.192,0
nan,nan,nan,0.1922,0.127,0.1922,0
nan,nan,nan,0.1924,0.127,0.1924,0
nan,nan,nan,0.1926,0.127,0.1926,0
nan,nan,nan,0.1928,0.127,0.1928,0
nan,nan,nan,0.193,0.127,0.193,0
nan,nan,nan,0.1932,0.127,0.1932,0
nan,nan,nan,0.1934,0.127,0.1934,0
nan,nan,nan,0.1936,0.127,0.1936,0
nan,nan,nan,0.1938,0.127,0.1938,0
nan,nan,nan,0.194,0.127,0.194,0
nan,nan,nan,0.1942,0.127,0.1942,0
nan,nan,nan,0.1944,0.127,0.1944,0
nan,nan,nan,0.1946,0.127,0.1946,0
nan,nan,nan,0.1948,0.127,0.1948,0
nan,nan,nan,0.195,0.127,0.195,0
nan,nan,nan,0.1952,0.127,0.1952,0
nan,nan,nan,0.1954,0.127,0.1954,0
nan,nan,nan,0.1956,0.127,0.1956,0
nan,nan,nan,0.1958,0.127,0.1958,0
nan,nan,nan,0.196,0.127,0.196,0
nan,nan,nan,0.1962,0.127,0.1962,0
nan,nan,nan,0.1964,0.127,0.1964,0
nan,nan,nan,0.1966,0.127,0.1966,0
nan,nan,nan,0.1968,0.127,0.1968,0
nan,nan,nan,0.197,0.127,0.197,0
nan,nan,nan,0.1972,0.127,0.1972,0
nan,nan,nan,0.1974,0.127,0.1974,0
nan,nan,nan,0.1976,0.127,0.1976,0
nan,nan,nan,0.1978,0.127,0.1978,0
nan,nan,nan,0.198,0.127,0.198,0
nan,nan,nan,0.1982,0.127,0.1982,0
nan,nan,nan,0.1984,0.127,0.1984,0
nan,nan,nan,0.1986,0.127,0.1986,0
nan,nan,nan,0.1988,0.127,0.1988,0
nan,nan,nan,0.199,0.127,0.199,0
nan,nan,nan,0.1992,0.127,0.1992,0
nan,nan,nan,0.1994,0.127,0.1994,0
nan,nan,nan,0.1996,0.127,0.1996,0
nan,nan,nan,0.1998,0.127,0.1998,0
nan,nan,nan,0.2,0.127,0.2,0
