"U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
25.453,-1.0463,-4.8978e-20,0.0086,0.127,0.0086,0
25.906,-1.0587,2.473e-20,0.0088,0.127,0.0088,0
26.363,-1.0705,8.4492e-20,0.009,0.127,0.009,0
26.833,-1.0801,8.0044e-20,0.0092,0.127,0.0092,0
27.304,-1.0897,7.5596e-20,0.0094,0.127,0.0094,0
27.775,-1.099,6.6769e-20,0.0096,0.127,0.0096,0
28.245,-1.1062,3.5373e-20,0.0098,0.127,0.0098,0
28.714,-1.1135,3.9767e-21,0.01,0.127,0.01,0
29.182,-1.1206,-2.2775e-20,0.0102,0.127,0.0102,0
29.631,-1.1262,-1.4613e-20,0.0104,0.127,0.0104,0
30.081,-1.1317,-6.4508e-21,0.0106,0.127,0.0106,0
30.529,-1.1372,1.6897e-21,0.0108,0.127,0.0108,0
30.942,-1.1416,9.3176e-21,0.011,0.127,0.011,0
31.354,-1.146,1.6945e-20,0.0112,0.127,0.0112,0
31.767,-1.1504,2.4573e-20,0.0114,0.127,0.0114,0
32.136,-1.1541,-6.0853e-20,0.0116,0.127,0.0116,0
32.502,-1.1577,-1.5338e-19,0.0118,0.127,0.0118,0
32.869,-1.1613,-2.459e-19,0.012,0.127,0.012,0
33.197,-1.1646,-1.9993e-19,0.0122,0.127,0.0122,0
33.516,-1.1677,-1.1493e-19,0.0124,0.127,0.0124,0
33.834,-1.1709,-2.9926e-20,0.0126,0.127,0.0126,0
34.126,-1.174,1.3085e-19,0.0128,0.127,0.0128,0
34.401,-1.1769,3.4416e-19,0.013,0.127,0.013,0
34.675,-1.1798,5.5748e-19,0.0132,0.127,0.0132,0
34.934,-1.1827,6.6436e-19,0.0134,0.127,0.0134,0
35.164,-1.1855,5.7917e-19,0.0136,0.127,0.0136,0
35.395,-1.1883,4.9397e-19,0.0138,0.127,0.0138,0
35.624,-1.1911,3.9461e-19,0.014,0.127,0.014,0
35.832,-1.1941,1.1896e-19,0.0142,0.127,0.0142,0
36.04,-1.197,-1.5669e-19,0.0144,0.127,0.0144,0
36.248,-1.2,-4.3117e-19,0.0146,0.127,0.0146,0
36.423,-1.2029,-4.2852e-19,0.0148,0.127,0.0148,0
36.599,-1.2059,-4.2588e-19,0.015,0.127,0.015,0
36.774,-1.2089,-4.2323e-19,0.0152,0.127,0.0152,0
36.934,-1.2119,-2.4133e-19,0.0154,0.127,0.0154,0
37.09,-1.215,-1.3391e-20,0.0156,0.127,0.0156,0
37.245,-1.218,2.1455e-19,0.0158,0.127,0.0158,0
37.395,-1.2211,3.4081e-19,0.016,0.127,0.016,0
37.538,-1.2242,3.3791e-19,0.0162,0.127,0.0162,0
37.681,-1.2272,3.35e-19,0.0164,0.127,0.0164,0
37.824,-1.2303,3.321e-19,0.0166,0.127,0.0166,0
37.96,-1.2334,1.6074e-19,0.0168,0.127,0.0168,0
38.095,-1.2364,-2.3326e-20,0.017,0.127,0.017,0
38.23,-1.2394,-2.0739e-19,0.0172,0.127,0.0172,0
38.364,-1.2424,-3.8894e-19,0.0174,0.127,0.0174,0
38.494,-1.2453,-5.6312e-19,0.0176,0.127,0.0176,0
38.624,-1.2482,-7.373e-19,0.0178,0.127,0.0178,0
38.754,-1.2511,-9.1148e-19,0.018,0.127,0.018,0
38.882,-1.2539,-9.4896e-19,0.0182,0.127,0.0182,0
39.007,-1.2565,-7.8577e-19,0.0184,0.127,0.0184,0
39.131,-1.2592,-6.2259e-19,0.0186,0.127,0.0186,0
39.256,-1.2619,-4.594e-19,0.0188,0.127,0.0188,0
39.378,-1.2644,-2.9581e-19,0.019,0.127,0.019,0
39.496,-1.2668,-1.3152e-19,0.0192,0.127,0.0192,0
39.614,-1.2691,3.2774e-20,0.0194,0.127,0.0194,0
39.731,-1.2715,1.9706e-19,0.0196,0.127,0.0196,0
39.848,-1.2738,3.4707e-19,0.0198,0.127,0.0198,0
39.958,-1.2758,4.1e-19,0.02,0.127,0.02,0
40.069,-1.2778,4.7294e-19,0.0202,0.127,0.0202,0
40.179,-1.2798,5.3587e-19,0.0204,0.127,0.0204,0
40.289,-1.2818,5.9881e-19,0.0206,0.127,0.0206,0
40.395,-1.2836,7.0123e-19,0.0208,0.127,0.0208,0
40.498,-1.2852,8.203e-19,0.021,0.127,0.021,0
40.601,-1.2868,9.3937e-19,0.0212,0.127,0.0212,0
40.705,-1.2884,1.0584e-18,0.0214,0.127,0.0214,0
40.808,-1.29,1.1568e-18,0.0216,0.127,0.0216,0
40.906,-1.2913,8.2968e-19,0.0218,0.127,0.0218,0
41.005,-1.2926,5.0262e-19,0.022,0.127,0.022,0
41.103,-1.294,1.7555e-19,0.0222,0.127,0.0222,0
41.202,-1.2953,-1.5152e-19,0.0224,0.127,0.0224,0
41.3,-1.2965,-4.4427e-19,0.0226,0.127,0.0226,0
41.394,-1.2976,-5.5227e-19,0.0228,0.127,0.0228,0
41.489,-1.2987,-6.6028e-19,0.023,0.127,0.023,0
41.583,-1.2999,-7.6828e-19,0.0232,0.127,0.0232,0
41.678,-1.301,-8.7629e-19,0.0234,0.127,0.0234,0
41.772,-1.3021,-9.7832e-19,0.0236,0.127,0.0236,0
41.863,-1.3031,-7.9116e-19,0.0238,0.127,0.0238,0
41.954,-1.304,-6.0399e-19,0.024,0.127,0.024,0
42.045,-1.305,-4.1682e-19,0.0242,0.127,0.0242,0
42.136,-1.306,-2.2966e-19,0.0244,0.127,0.0244,0
42.227,-1.307,-4.2493e-20,0.0246,0.127,0.0246,0
42.306,-1.3078,4.0223e-20,0.0248,0.127,0.0248,0
42.378,-1.3084,5.961e-20,0.025,0.127,0.025,0
42.45,-1.309,7.8997e-20,0.0252,0.127,0.0252,0
42.522,-1.3097,9.8384e-20,0.0254,0.127,0.0254,0
42.594,-1.3103,1.1777e-19,0.0256,0.127,0.0256,0
42.666,-1.3109,1.3716e-19,0.0258,0.127,0.0258,0
42.734,-1.3114,1.5971e-19,0.026,0.127,0.026,0
42.785,-1.3115,1.9598e-19,0.0262,0.127,0.0262,0
42.835,-1.3115,2.3226e-19,0.0264,0.127,0.0264,0
42.886,-1.3115,2.6854e-19,0.0266,0.127,0.0266,0
42.937,-1.3116,3.0482e-19,0.0268,0.127,0.0268,0
42.988,-1.3116,3.4109e-19,0.027,0.127,0.027,0
43.038,-1.3116,3.7737e-19,0.0272,0.127,0.0272,0
43.081,-1.3114,3.8149e-19,0.0274,0.127,0.0274,0
43.105,-1.3106,3.1718e-19,0.0276,0.127,0.0276,0
43.13,-1.3098,2.5287e-19,0.0278,0.127,0.0278,0
43.155,-1.309,1.8856e-19,0.028,0.127,0.028,0
43.18,-1.3082,1.2426e-19,0.0282,0.127,0.0282,0
43.205,-1.3074,5.995e-20,0.0284,0.127,0.0284,0
43.23,-1.3066,-4.3568e-21,0.0286,0.127,0.0286,0
43.255,-1.3058,-6.8664e-20,0.0288,0.127,0.0288,0
43.26,-1.3043,-1.0095e-19,0.029,0.127,0.029,0
43.266,-1.3028,-1.3284e-19,0.0292,0.127,0.0292,0
43.271,-1.3013,-1.6472e-19,0.0294,0.127,0.0294,0
43.276,-1.2999,-1.966e-19,0.0296,0.127,0.0296,0
43.282,-1.2984,-2.2848e-19,0.0298,0.127,0.0298,0
43.287,-1.2969,-2.6037e-19,0.03,0.127,0.03,0
43.292,-1.2954,-2.9225e-19,0.0302,0.127,0.0302,0
43.296,-1.2939,-3.1022e-19,0.0304,0.127,0.0304,0
43.29,-1.292,-2.5235e-19,0.0306,0.127,0.0306,0
43.285,-1.2902,-1.9448e-19,0.0308,0.127,0.0308,0
43.28,-1.2883,-1.3661e-19,0.031,0.127,0.031,0
43.274,-1.2865,-7.8743e-20,0.0312,0.127,0.0312,0
43.269,-1.2846,-2.0874e-20,0.0314,0.127,0.0314,0
43.264,-1.2827,3.6996e-20,0.0316,0.127,0.0316,0
43.258,-1.2809,9.4866e-20,0.0318,0.127,0.0318,0
43.253,-1.279,1.5274e-19,0.032,0.127,0.032,0
43.245,-1.277,1.5072e-19,0.0322,0.127,0.0322,0
43.236,-1.2749,1.3225e-19,0.0324,0.127,0.0324,0
43.227,-1.2729,1.1378e-19,0.0326,0.127,0.0326,0
43.219,-1.2708,9.5316e-20,0.0328,0.127,0.0328,0
43.21,-1.2687,7.6848e-20,0.033,0.127,0.033,0
43.201,-1.2667,5.838e-20,0.0332,0.127,0.0332,0
43.193,-1.2646,3.9912e-20,0.0334,0.127,0.0334,0
43.184,-1.2625,2.1444e-20,0.0336,0.127,0.0336,0
43.175,-1.2605,2.9752e-21,0.0338,0.127,0.0338,0
43.168,-1.2584,-7.7261e-21,0.034,0.127,0.034,0
43.162,-1.2563,-1.6892e-20,0.0342,0.127,0.0342,0
43.155,-1.2542,-2.6059e-20,0.0344,0.127,0.0344,0
43.149,-1.2521,-3.5225e-20,0.0346,0.127,0.0346,0
43.142,-1.25,-4.4391e-20,0.0348,0.127,0.0348,0
43.135,-1.2479,-5.3558e-20,0.035,0.127,0.035,0
43.129,-1.2458,-6.2724e-20,0.0352,0.127,0.0352,0
43.122,-1.2437,-7.1891e-20,0.0354,0.127,0.0354,0
43.116,-1.2416,-8.1057e-20,0.0356,0.127,0.0356,0
43.111,-1.2395,-8.3561e-20,0.0358,0.127,0.0358,0
43.109,-1.2375,-6.7358e-20,0.036,0.127,0.036,0
43.108,-1.2355,-5.1154e-20,0.0362,0.127,0.0362,0
43.106,-1.2334,-3.4951e-20,0.0364,0.127,0.0364,0
43.105,-1.2314,-1.8748e-20,0.0366,0.127,0.0366,0
43.104,-1.2293,-2.5442e-21,0.0368,0.127,0.0368,0
43.102,-1.2273,1.3659e-20,0.037,0.127,0.037,0
43.101,-1.2253,2.9863e-20,0.0372,0.127,0.0372,0
43.099,-1.2232,4.6066e-20,0.0374,0.127,0.0374,0
43.098,-1.2212,6.2269e-20,0.0376,0.127,0.0376,0
43.097,-1.2192,7.4212e-20,0.0378,0.127,0.0378,0
43.102,-1.2172,6.6308e-20,0.038,0.127,0.038,0
43.106,-1.2152,5.8403e-20,0.0382,0.127,0.0382,0
43.11,-1.2132,5.0499e-20,0.0384,0.127,0.0384,0
43.114,-1.2113,4.2594e-20,0.0386,0.127,0.0386,0
43.118,-1.2093,3.469e-20,0.0388,0.127,0.0388,0
43.122,-1.2073,2.6786e-20,0.039,0.127,0.039,0
43.126,-1.2053,1.8881e-20,0.0392,0.127,0.0392,0
43.13,-1.2034,1.0977e-20,0.0394,0.127,0.0394,0
43.134,-1.2014,3.0728e-21,0.0396,0.127,0.0396,0
43.138,-1.1994,-4.8315e-21,0.0398,0.127,0.0398,0
43.144,-1.1975,-8.7e-21,0.04,0.127,0.04,0
43.151,-1.1955,-7.4103e-21,0.0402,0.127,0.0402,0
43.158,-1.1935,-6.1207e-21,0.0404,0.127,0.0404,0
43.165,-1.1915,-4.831e-21,0.0406,0.127,0.0406,0
43.173,-1.1895,-3.5414e-21,0.0408,0.127,0.0408,0
43.18,-1.1875,-2.2518e-21,0.041,0.127,0.041,0
43.187,-1.1855,-9.6215e-22,0.0412,0.127,0.0412,0
43.195,-1.1836,3.2749e-22,0.0414,0.127,0.0414,0
43.202,-1.1816,1.6171e-21,0.0416,0.127,0.0416,0
43.209,-1.1796,2.9068e-21,0.0418,0.127,0.0418,0
43.217,-1.1776,4.1964e-21,0.042,0.127,0.042,0
43.224,-1.1756,5.486e-21,0.0422,0.127,0.0422,0
43.231,-1.1735,6.7842e-21,0.0424,0.127,0.0424,0
43.239,-1.1714,8.0825e-21,0.0426,0.127,0.0426,0
43.246,-1.1693,9.3808e-21,0.0428,0.127,0.0428,0
43.253,-1.1672,1.0679e-20,0.043,0.127,0.043,0
43.261,-1.1651,1.1977e-20,0.0432,0.127,0.0432,0
43.268,-1.163,1.3276e-20,0.0434,0.127,0.0434,0
43.275,-1.1609,1.4574e-20,0.0436,0.127,0.0436,0
43.283,-1.1588,1.5872e-20,0.0438,0.127,0.0438,0
43.29,-1.1567,1.7171e-20,0.044,0.127,0.044,0
43.298,-1.1546,1.8469e-20,0.0442,0.127,0.0442,0
43.305,-1.1525,1.9767e-20,0.0444,0.127,0.0444,0
43.312,-1.1504,2.1065e-20,0.0446,0.127,0.0446,0
43.318,-1.1482,2.2513e-20,0.0448,0.127,0.0448,0
43.323,-1.1459,2.401e-20,0.045,0.127,0.045,0
43.328,-1.1436,2.5507e-20,0.0452,0.127,0.0452,0
43.333,-1.1413,2.7004e-20,0.0454,0.127,0.0454,0
43.338,-1.1391,2.8501e-20,0.0456,0.127,0.0456,0
43.343,-1.1368,2.9998e-20,0.0458,0.127,0.0458,0
43.348,-1.1345,3.1494e-20,0.046,0.127,0.046,0
43.353,-1.1322,3.2991e-20,0.0462,0.127,0.0462,0
43.358,-1.13,3.4488e-20,0.0464,0.127,0.0464,0
43.363,-1.1277,3.5985e-20,0.0466,0.127,0.0466,0
43.368,-1.1254,3.7482e-20,0.0468,0.127,0.0468,0
43.374,-1.1231,3.8979e-20,0.047,0.127,0.047,0
43.379,-1.1208,4.0476e-20,0.0472,0.127,0.0472,0
43.382,-1.1184,3.6184e-20,0.0474,0.127,0.0474,0
43.385,-1.116,2.903e-20,0.0476,0.127,0.0476,0
43.387,-1.1136,2.1875e-20,0.0478,0.127,0.0478,0
43.39,-1.1111,1.472e-20,0.048,0.127,0.048,0
43.392,-1.1087,7.565e-21,0.0482,0.127,0.0482,0
43.395,-1.1062,4.1017e-22,0.0484,0.127,0.0484,0
43.397,-1.1038,-6.7447e-21,0.0486,0.127,0.0486,0
43.4,-1.1014,-1.39e-20,0.0488,0.127,0.0488,0
43.402,-1.0989,-2.1055e-20,0.049,0.127,0.049,0
43.405,-1.0965,-2.8209e-20,0.0492,0.127,0.0492,0
43.408,-1.094,-3.5364e-20,0.0494,0.127,0.0494,0
43.41,-1.0916,-4.2519e-20,0.0496,0.127,0.0496,0
43.413,-1.0892,-4.9674e-20,0.0498,0.127,0.0498,0
43.415,-1.0867,-5.6829e-20,0.05,0.127,0.05,0
43.417,-1.0842,-6.1412e-20,0.0502,0.127,0.0502,0
43.419,-1.0817,-6.4674e-20,0.0504,0.127,0.0504,0
43.421,-1.0792,-6.7937e-20,0.0506,0.127,0.0506,0
43.422,-1.0766,-7.1199e-20,0.0508,0.127,0.0508,0
43.424,-1.0741,-7.4461e-20,0.051,0.127,0.051,0
43.426,-1.0716,-7.7724e-20,0.0512,0.127,0.0512,0
43.427,-1.069,-8.0986e-20,0.0514,0.127,0.0514,0
43.429,-1.0665,-8.4249e-20,0.0516,0.127,0.0516,0
43.431,-1.064,-8.7511e-20,0.0518,0.127,0.0518,0
43.432,-1.0615,-9.0773e-20,0.052,0.127,0.052,0
43.434,-1.0589,-9.4036e-20,0.0522,0.127,0.0522,0
43.436,-1.0564,-9.7298e-20,0.0524,0.127,0.0524,0
43.438,-1.0539,-1.0056e-19,0.0526,0.127,0.0526,0
43.439,-1.0513,-1.0382e-19,0.0528,0.127,0.0528,0
43.441,-1.0488,-1.0709e-19,0.053,0.127,0.053,0
43.443,-1.0463,-1.02e-19,0.0532,0.127,0.0532,0
43.446,-1.0437,-9.2409e-20,0.0534,0.127,0.0534,0
43.448,-1.0411,-8.2821e-20,0.0536,0.127,0.0536,0
43.451,-1.0386,-7.3233e-20,0.0538,0.127,0.0538,0
43.453,-1.036,-6.3645e-20,0.054,0.127,0.054,0
43.455,-1.0335,-5.4058e-20,0.0542,0.127,0.0542,0
43.458,-1.0309,-4.447e-20,0.0544,0.127,0.0544,0
43.46,-1.0284,-3.4882e-20,0.0546,0.127,0.0546,0
43.463,-1.0258,-2.5294e-20,0.0548,0.127,0.0548,0
43.465,-1.0232,-1.5706e-20,0.055,0.127,0.055,0
43.468,-1.0207,-6.118e-21,0.0552,0.127,0.0552,0
43.47,-1.0181,3.4698e-21,0.0554,0.127,0.0554,0
43.473,-1.0156,1.3058e-20,0.0556,0.127,0.0556,0
43.475,-1.013,2.2646e-20,0.0558,0.127,0.0558,0
43.478,-1.0104,3.2234e-20,0.056,0.127,0.056,0
43.48,-1.0079,4.1822e-20,0.0562,0.127,0.0562,0
43.483,-1.0053,4.1975e-20,0.0564,0.127,0.0564,0
43.486,-1.0027,3.4508e-20,0.0566,0.127,0.0566,0
43.489,-1.0001,2.7042e-20,0.0568,0.127,0.0568,0
43.492,-0.99751,1.9575e-20,0.057,0.127,0.057,0
43.496,-0.99491,1.2108e-20,0.0572,0.127,0.0572,0
43.499,-0.99231,4.6417e-21,0.0574,0.127,0.0574,0
43.502,-0.98971,-2.825e-21,0.0576,0.127,0.0576,0
43.505,-0.98712,-1.0292e-20,0.0578,0.127,0.0578,0
43.508,-0.98452,-1.7759e-20,0.058,0.127,0.058,0
43.512,-0.98192,-2.5225e-20,0.0582,0.127,0.0582,0
43.515,-0.97932,-3.2692e-20,0.0584,0.127,0.0584,0
43.518,-0.97673,-4.0159e-20,0.0586,0.127,0.0586,0
43.521,-0.97413,-4.7625e-20,0.0588,0.127,0.0588,0
43.524,-0.97153,-5.5092e-20,0.059,0.127,0.059,0
43.527,-0.96893,-6.2559e-20,0.0592,0.127,0.0592,0
43.531,-0.96633,-7.0025e-20,0.0594,0.127,0.0594,0
43.534,-0.96374,-7.7492e-20,0.0596,0.127,0.0596,0
43.537,-0.96112,-8.2436e-20,0.0598,0.127,0.0598,0
43.539,-0.95844,-8.0958e-20,0.06,0.127,0.06,0
43.542,-0.95576,-7.9479e-20,0.0602,0.127,0.0602,0
43.545,-0.95308,-7.8001e-20,0.0604,0.127,0.0604,0
43.548,-0.9504,-7.6522e-20,0.0606,0.127,0.0606,0
43.55,-0.94772,-7.5043e-20,0.0608,0.127,0.0608,0
43.553,-0.94504,-7.3565e-20,0.061,0.127,0.061,0
43.556,-0.94236,-7.2086e-20,0.0612,0.127,0.0612,0
43.559,-0.93968,-7.0608e-20,0.0614,0.127,0.0614,0
43.561,-0.937,-6.9129e-20,0.0616,0.127,0.0616,0
43.564,-0.93432,-6.7651e-20,0.0618,0.127,0.0618,0
43.567,-0.93164,-6.6172e-20,0.062,0.127,0.062,0
43.569,-0.92896,-6.4693e-20,0.0622,0.127,0.0622,0
43.572,-0.92628,-6.3215e-20,0.0624,0.127,0.0624,0
43.575,-0.9236,-6.1736e-20,0.0626,0.127,0.0626,0
43.578,-0.92092,-6.0258e-20,0.0628,0.127,0.0628,0
43.58,-0.91824,-5.8779e-20,0.063,0.127,0.063,0
43.583,-0.91557,-5.7301e-20,0.0632,0.127,0.0632,0
43.586,-0.91289,-5.5822e-20,0.0634,0.127,0.0634,0
43.588,-0.91018,-4.8831e-20,0.0636,0.127,0.0636,0
43.59,-0.90745,-3.9919e-20,0.0638,0.127,0.0638,0
43.592,-0.90473,-3.1006e-20,0.064,0.127,0.064,0
43.594,-0.90201,-2.2094e-20,0.0642,0.127,0.0642,0
43.596,-0.89929,-1.3182e-20,0.0644,0.127,0.0644,0
43.599,-0.89657,-4.2695e-21,0.0646,0.127,0.0646,0
43.601,-0.89385,4.6429e-21,0.0648,0.127,0.0648,0
43.603,-0.89113,1.3555e-20,0.065,0.127,0.065,0
43.605,-0.88841,2.2468e-20,0.0652,0.127,0.0652,0
43.607,-0.88569,3.138e-20,0.0654,0.127,0.0654,0
43.609,-0.88297,4.0292e-20,0.0656,0.127,0.0656,0
43.611,-0.88025,4.9204e-20,0.0658,0.127,0.0658,0
43.613,-0.87752,5.8117e-20,0.066,0.127,0.066,0
43.616,-0.8748,6.7029e-20,0.0662,0.127,0.0662,0
43.618,-0.87208,7.5941e-20,0.0664,0.127,0.0664,0
43.62,-0.86936,8.4854e-20,0.0666,0.127,0.0666,0
43.622,-0.86664,9.3766e-20,0.0668,0.127,0.0668,0
43.624,-0.86392,1.0268e-19,0.067,0.127,0.067,0
43.626,-0.8612,1.1159e-19,0.0672,0.127,0.0672,0
43.628,-0.85848,1.205e-19,0.0674,0.127,0.0674,0
43.63,-0.85573,1.1931e-19,0.0676,0.127,0.0676,0
43.632,-0.85298,1.1606e-19,0.0678,0.127,0.0678,0
43.634,-0.85022,1.1281e-19,0.068,0.127,0.068,0
43.636,-0.84747,1.0956e-19,0.0682,0.127,0.0682,0
43.638,-0.84471,1.0631e-19,0.0684,0.127,0.0684,0
43.641,-0.84196,1.0306e-19,0.0686,0.127,0.0686,0
43.643,-0.83921,9.9814e-20,0.0688,0.127,0.0688,0
43.645,-0.83645,9.6564e-20,0.069,0.127,0.069,0
43.647,-0.8337,9.3315e-20,0.0692,0.127,0.0692,0
43.649,-0.83095,9.0065e-20,0.0694,0.127,0.0694,0
43.651,-0.82819,8.6815e-20,0.0696,0.127,0.0696,0
43.653,-0.82544,8.3565e-20,0.0698,0.127,0.0698,0
43.655,-0.82268,8.0316e-20,0.07,0.127,0.07,0
43.657,-0.81993,7.7066e-20,0.0702,0.127,0.0702,0
43.659,-0.81718,7.3816e-20,0.0704,0.127,0.0704,0
43.661,-0.81442,7.0567e-20,0.0706,0.127,0.0706,0
43.663,-0.81167,6.7317e-20,0.0708,0.127,0.0708,0
43.665,-0.80891,6.4067e-20,0.071,0.127,0.071,0
43.667,-0.80616,6.0818e-20,0.0712,0.127,0.0712,0
43.669,-0.80341,5.7568e-20,0.0714,0.127,0.0714,0
43.671,-0.80065,5.4318e-20,0.0716,0.127,0.0716,0
43.673,-0.79789,5.1499e-20,0.0718,0.127,0.0718,0
43.675,-0.79512,4.9226e-20,0.072,0.127,0.072,0
43.677,-0.79234,4.6954e-20,0.0722,0.127,0.0722,0
43.679,-0.78957,4.4681e-20,0.0724,0.127,0.0724,0
43.681,-0.78679,4.2408e-20,0.0726,0.127,0.0726,0
43.683,-0.78402,4.0135e-20,0.0728,0.127,0.0728,0
43.685,-0.78125,3.7862e-20,0.073,0.127,0.073,0
43.687,-0.77847,3.559e-20,0.0732,0.127,0.0732,0
43.689,-0.7757,3.3317e-20,0.0734,0.127,0.0734,0
43.69,-0.77292,3.1044e-20,0.0736,0.127,0.0736,0
43.692,-0.77015,2.8771e-20,0.0738,0.127,0.0738,0
43.694,-0.76738,2.6499e-20,0.074,0.127,0.074,0
43.696,-0.7646,2.4226e-20,0.0742,0.127,0.0742,0
43.698,-0.76183,2.1953e-20,0.0744,0.127,0.0744,0
43.7,-0.75905,1.968e-20,0.0746,0.127,0.0746,0
43.702,-0.75628,1.7407e-20,0.0748,0.127,0.0748,0
43.704,-0.7535,1.5135e-20,0.075,0.127,0.075,0
43.706,-0.75073,1.2862e-20,0.0752,0.127,0.0752,0
43.708,-0.74796,1.0589e-20,0.0754,0.127,0.0754,0
43.71,-0.74518,8.3164e-21,0.0756,0.127,0.0756,0
43.712,-0.74241,6.0436e-21,0.0758,0.127,0.0758,0
43.714,-0.73963,3.7709e-21,0.076,0.127,0.076,0
43.716,-0.73686,1.4981e-21,0.0762,0.127,0.0762,0
43.717,-0.73409,8.2131e-22,0.0764,0.127,0.0764,0
43.719,-0.73131,2.0463e-21,0.0766,0.127,0.0766,0
43.721,-0.72854,3.2714e-21,0.0768,0.127,0.0768,0
43.722,-0.72577,4.4965e-21,0.077,0.127,0.077,0
43.724,-0.723,5.7215e-21,0.0772,0.127,0.0772,0
43.726,-0.72023,6.9466e-21,0.0774,0.127,0.0774,0
43.727,-0.71745,8.1717e-21,0.0776,0.127,0.0776,0
43.729,-0.71468,9.3967e-21,0.0778,0.127,0.0778,0
43.731,-0.71191,1.0622e-20,0.078,0.127,0.078,0
43.732,-0.70914,1.1847e-20,0.0782,0.127,0.0782,0
43.734,-0.70636,1.3072e-20,0.0784,0.127,0.0784,0
43.736,-0.70359,1.4297e-20,0.0786,0.127,0.0786,0
43.737,-0.70082,1.5522e-20,0.0788,0.127,0.0788,0
43.739,-0.69805,1.6747e-20,0.079,0.127,0.079,0
43.741,-0.69528,1.7972e-20,0.0792,0.127,0.0792,0
43.742,-0.6925,1.9197e-20,0.0794,0.127,0.0794,0
43.744,-0.68973,2.0422e-20,0.0796,0.127,0.0796,0
43.746,-0.68696,2.1647e-20,0.0798,0.127,0.0798,0
43.747,-0.68419,2.2872e-20,0.08,0.127,0.08,0
43.749,-0.68142,2.4097e-20,0.0802,0.127,0.0802,0
43.751,-0.67864,2.5322e-20,0.0804,0.127,0.0804,0
43.752,-0.67587,2.6548e-20,0.0806,0.127,0.0806,0
43.754,-0.6731,2.7773e-20,0.0808,0.127,0.0808,0
43.756,-0.67033,2.8998e-20,0.081,0.127,0.081,0
43.757,-0.66755,3.0223e-20,0.0812,0.127,0.0812,0
43.757,-0.6648,3.0771e-20,0.0814,0.127,0.0814,0
43.757,-0.66205,3.1096e-20,0.0816,0.127,0.0816,0
43.757,-0.6593,3.1421e-20,0.0818,0.127,0.0818,0
43.757,-0.65655,3.1747e-20,0.082,0.127,0.082,0
43.756,-0.65381,3.2072e-20,0.0822,0.127,0.0822,0
