"U:0","U:1","U:2","arc_length","Points:0","Points:1","Points:2"
-0.81033,1.4701,2.9056e-19,0.0072941,0.0127,0.0072941,0
-0.49692,1.4513,1.0853e-18,0.0079201,0.0127,0.0079201,0
-0.4717,1.4494,1.0589e-18,0.0079201,0.0127,0.0079201,0
-0.19083,1.4242,-2.012e-19,0.008466,0.0127,0.008466,0
-0.16378,1.4215,-2.452e-19,0.008466,0.0127,0.008466,0
0.10429,1.3918,1.3032e-20,0.0089442,0.0127,0.0089442,0
0.13554,1.3881,2.0221e-19,0.0089442,0.0127,0.0089442,0
0.41533,1.3526,3.0814e-18,0.0093655,0.0127,0.0093655,0
0.45506,1.3472,3.041e-18,0.0093655,0.0127,0.0093655,0
0.7799,1.3007,-5.2311e-20,0.0097392,0.0127,0.0097392,0
0.83578,1.2922,-6.0077e-19,0.0097392,0.0127,0.0097392,0
1.2546,1.2266,-4.7945e-18,0.010074,0.0127,0.010074,0
1.3386,1.2127,-4.5034e-18,0.010074,0.0127,0.010074,0
1.9081,1.1151,2.4875e-18,0.010376,0.0127,0.010376,0
2.0334,1.0927,2.9209e-18,0.010376,0.0127,0.010376,0
2.7861,0.95421,1.0015e-18,0.010653,0.0127,0.010653,0
2.9661,0.92106,5.8216e-19,0.010653,0.0127,0.010653,0
3.8764,0.75317,-1.3982e-18,0.010896,0.0127,0.010896,0
4.1166,0.71005,-1.3302e-18,0.010896,0.0127,0.010896,0
5.1361,0.53096,9.1579e-19,0.011115,0.0127,0.011115,0
5.433,0.48074,9.9445e-19,0.011115,0.0127,0.011115,0
6.507,0.30496,-4.5353e-19,0.011313,0.0127,0.011313,0
6.8548,0.2507,-5.7891e-19,0.011313,0.0127,0.011313,0
7.9373,0.089039,-3.6318e-20,0.011492,0.0127,0.011492,0
8.3289,0.033705,-7.2366e-20,0.011492,0.0127,0.011492,0
9.3871,-0.10816,-7.3636e-19,0.011655,0.0127,0.011655,0
9.8153,-0.16212,-7.4262e-19,0.011655,0.0127,0.011655,0
10.828,-0.28213,-1.8327e-19,0.011805,0.0127,0.011805,0
11.286,-0.33285,8.9365e-21,0.011805,0.0127,0.011805,0
12.24,-0.43139,2.8933e-19,0.011944,0.0127,0.011944,0
12.723,-0.4776,2.9908e-19,0.011944,0.0127,0.011944,0
13.615,-0.55653,8.4022e-20,0.012072,0.0127,0.012072,0
14.117,-0.59751,1.9793e-20,0.012072,0.0127,0.012072,0
14.946,-0.65943,4.6707e-21,0.012192,0.0127,0.012192,0
15.465,-0.69491,-2.5141e-20,0.012192,0.0127,0.012192,0
16.234,-0.74264,-9.849e-20,0.012304,0.0127,0.012304,0
16.767,-0.77272,-8.3566e-20,0.012304,0.0127,0.012304,0
17.481,-0.80897,2.2306e-20,0.012411,0.0127,0.012411,0
18.027,-0.83397,8.3029e-20,0.012411,0.0127,0.012411,0
18.691,-0.86112,1.3274e-19,0.012512,0.0127,0.012512,0
19.249,-0.8815,1.0161e-19,0.012512,0.0127,0.012512,0
19.869,-0.90155,-1.2482e-20,0.012608,0.0127,0.012608,0
20.434,-0.91775,-6.3767e-20,0.012608,0.0127,0.012608,0
21.009,-0.93219,-6.2759e-20,0.0127,0.0127,0.0127,0
21.596,-0.94499,-4.4851e-20,0.0127,0.0127,0.0127,0
22.112,-0.95462,-1.5357e-20,0.012785,0.0127,0.012785,0
22.711,-0.96415,4.5406e-20,0.012785,0.0127,0.012785,0
23.319,-0.97207,1.3497e-19,0.012878,0.0127,0.012878,0
23.909,-0.97823,1.3467e-19,0.012878,0.0127,0.012878,0
24.645,-0.98403,2.5879e-20,0.01298,0.0127,0.01298,0
25.232,-0.98709,-1.041e-20,0.01298,0.0127,0.01298,0
26.102,-0.9893,1.1553e-20,0.013094,0.0127,0.013094,0
26.674,-0.98921,1.8054e-20,0.013094,0.0127,0.013094,0
27.67,-0.98625,1.4986e-20,0.013221,0.0127,0.013221,0
28.208,-0.98328,-1.4488e-19,0.013221,0.0127,0.013221,0
29.287,-0.97434,-8.1326e-19,0.013363,0.0127,0.013363,0
29.76,-0.96956,-8.9964e-19,0.013363,0.0127,0.013363,0
30.834,-0.95643,-5.3897e-19,0.013523,0.0127,0.013523,0
31.212,-0.95168,-2.6108e-19,0.013523,0.0127,0.013523,0
32.165,-0.93933,9.4163e-19,0.013703,0.0127,0.013703,0
32.44,-0.93623,1.0677e-18,0.013703,0.0127,0.013703,0
33.217,-0.92939,5.2049e-19,0.013907,0.0127,0.013907,0
33.408,-0.92836,4.269e-19,0.013907,0.0127,0.013907,0
34.048,-0.92799,3.1035e-19,0.014138,0.0127,0.014138,0
34.186,-0.9284,2.2898e-19,0.014138,0.0127,0.014138,0
34.759,-0.93273,-4.1312e-19,0.014403,0.0127,0.014403,0
34.868,-0.93382,-4.5576e-19,0.014403,0.0127,0.014403,0
35.421,-0.94103,-1.8041e-19,0.014708,0.0127,0.014708,0
35.513,-0.94237,-1.0593e-19,0.014708,0.0127,0.014708,0
36.077,-0.95169,5.6105e-19,0.015058,0.0127,0.015058,0
36.155,-0.95309,5.5512e-19,0.015058,0.0127,0.015058,0
36.747,-0.96459,-3.7473e-19,0.015484,0.0127,0.015484,0
36.814,-0.96598,-4.1134e-19,0.015484,0.0127,0.015484,0
37.428,-0.97964,-3.0488e-20,0.015979,0.0127,0.015979,0
37.486,-0.98102,-1.047e-20,0.015979,0.0127,0.015979,0
38.121,-0.99687,3.6498e-21,0.016556,0.0127,0.016556,0
38.173,-0.99821,-1.7652e-20,0.016556,0.0127,0.016556,0
38.836,-1.0162,-6.1983e-19,0.017231,0.0127,0.017231,0
38.882,-1.0174,-6.4038e-19,0.017231,0.0127,0.017231,0
39.582,-1.0373,-5.9617e-19,0.018022,0.0127,0.018022,0
39.623,-1.0385,-5.471e-19,0.018022,0.0127,0.018022,0
40.372,-1.0601,1.2968e-18,0.018953,0.0127,0.018953,0
40.409,-1.0612,1.3287e-18,0.018953,0.0127,0.018953,0
41.222,-1.0845,6.0398e-19,0.020049,0.0127,0.020049,0
41.256,-1.0854,5.6458e-19,0.020049,0.0127,0.020049,0
42.156,-1.11,-7.2419e-19,0.021345,0.0127,0.021345,0
42.188,-1.1109,-7.3663e-19,0.021345,0.0127,0.021345,0
43.2,-1.1366,-1.116e-20,0.022879,0.0127,0.022879,0
43.23,-1.1373,-2.5369e-21,0.022879,0.0127,0.022879,0
44.367,-1.1621,-1.9911e-19,0.024698,0.0127,0.024698,0
44.394,-1.1626,-1.9966e-19,0.024698,0.0127,0.024698,0
45.595,-1.1865,-1.6521e-20,0.02686,0.0127,0.02686,0
45.617,-1.1869,-1.1731e-20,0.02686,0.0127,0.02686,0
46.629,-1.1992,2.9862e-19,0.029434,0.0127,0.029434,0
46.642,-1.1992,2.984e-19,0.029434,0.0127,0.029434,0
47.064,-1.1874,-1.01e-19,0.032502,0.0127,0.032502,0
47.066,-1.1871,-1.0363e-19,0.032502,0.0127,0.032502,0
46.965,-1.1607,-4.0323e-20,0.036166,0.0127,0.036166,0
46.964,-1.1603,-3.9445e-20,0.036166,0.0127,0.036166,0
46.785,-1.1237,5.0878e-20,0.040547,0.0127,0.040547,0
46.784,-1.1233,5.0647e-20,0.040547,0.0127,0.040547,0
46.644,-1.0712,-1.1007e-19,0.04579,0.0127,0.04579,0
46.642,-1.0707,-1.102e-19,0.04579,0.0127,0.04579,0
46.501,-1.0038,4.5408e-20,0.052072,0.0127,0.052072,0
46.5,-1.0033,4.5931e-20,0.052072,0.0127,0.052072,0
46.377,-0.92897,3.3153e-20,0.058149,0.0127,0.058149,0
46.376,-0.92839,3.2981e-20,0.058149,0.0127,0.058149,0
46.273,-0.85087,1.3222e-22,0.064265,0.0127,0.064265,0
46.272,-0.85028,1.6004e-24,0.064265,0.0127,0.064265,0
46.185,-0.77027,-1.8077e-21,0.070424,0.0127,0.070424,0
46.184,-0.76966,-1.8077e-21,0.070424,0.0127,0.070424,0
46.11,-0.68766,1.8533e-23,0.076628,0.0127,0.076628,0
46.11,-0.68706,1.9503e-23,0.076628,0.0127,0.076628,0
46.051,-0.60688,-1.5747e-21,0.082949,0.0127,0.082949,0
46.05,-0.60628,-1.647e-21,0.082949,0.0127,0.082949,0
46.006,-0.53514,-1.7295e-20,0.088377,0.0127,0.088377,0
46.005,-0.53454,-1.7252e-20,0.088377,0.0127,0.088377,0
45.912,-0.47652,3.4586e-21,0.092768,0.0127,0.092768,0
45.908,-0.47586,3.6863e-21,0.092768,0.0127,0.092768,0
45.395,-0.41998,2.2378e-20,0.096418,0.0127,0.096418,0
45.381,-0.41912,2.2324e-20,0.096418,0.0127,0.096418,0
44.097,-0.35393,-2.1624e-22,0.099454,0.0127,0.099454,0
44.072,-0.35287,-4.0301e-22,0.099454,0.0127,0.099454,0
42.437,-0.29233,-1.942e-21,0.10198,0.0127,0.10198,0
42.405,-0.29123,-2.0635e-21,0.10198,0.0127,0.10198,0
40.929,-0.24277,-1.1677e-20,0.10408,0.0127,0.10408,0
40.895,-0.24169,-1.1246e-20,0.10408,0.0127,0.10408,0
39.61,-0.20183,2.8713e-20,0.10582,0.0127,0.10582,0
39.575,-0.20076,2.893e-20,0.10582,0.0127,0.10582,0
38.441,-0.16866,9.2083e-21,0.10727,0.0127,0.10727,0
38.402,-0.16761,8.108e-21,0.10727,0.0127,0.10727,0
37.371,-0.14087,-3.137e-20,0.10848,0.0127,0.10848,0
37.327,-0.13981,-3.1694e-20,0.10848,0.0127,0.10848,0
36.363,-0.11766,-1.2718e-20,0.10948,0.0127,0.10948,0
36.314,-0.11659,-1.1868e-20,0.10948,0.0127,0.10948,0
35.393,-0.098061,1.7659e-21,0.11031,0.0127,0.11031,0
35.335,-0.096976,3.1268e-21,0.11031,0.0127,0.11031,0
34.444,-0.081512,3.0405e-20,0.111,0.0127,0.111,0
34.374,-0.080408,3.0011e-20,0.111,0.0127,0.111,0
33.505,-0.067514,-1.4741e-21,0.11158,0.0127,0.11158,0
33.423,-0.066392,-3.7089e-21,0.11158,0.0127,0.11158,0
32.572,-0.055678,-2.0295e-20,0.11206,0.0127,0.11206,0
32.472,-0.054537,-2.07e-20,0.11206,0.0127,0.11206,0
31.636,-0.04568,-1.3438e-20,0.11246,0.0127,0.11246,0
31.515,-0.044522,-1.1826e-20,0.11246,0.0127,0.11246,0
30.692,-0.037255,2.3906e-21,0.11279,0.0127,0.11279,0
30.545,-0.036084,2.8821e-21,0.11279,0.0127,0.11279,0
29.735,-0.030177,-3.6261e-21,0.11307,0.0127,0.11307,0
29.554,-0.028995,-2.7198e-21,0.11307,0.0127,0.11307,0
28.757,-0.02425,9.7261e-21,0.11329,0.0127,0.11329,0
28.533,-0.023063,1.2434e-20,0.11329,0.0127,0.11329,0
27.749,-0.019309,1.9711e-20,0.11348,0.0127,0.11348,0
27.468,-0.018121,1.8276e-20,0.11348,0.0127,0.11348,0
26.7,-0.015207,5.5593e-21,0.11364,0.0127,0.11364,0
26.343,-0.014025,-4.3287e-22,0.11364,0.0127,0.11364,0
25.594,-0.011819,-1.3199e-20,0.11377,0.0127,0.11377,0
25.134,-0.01065,-1.591e-20,0.11377,0.0127,0.11377,0
24.411,-0.0090371,-1.3982e-20,0.11388,0.0127,0.11388,0
23.803,-0.0078892,-8.1468e-21,0.11388,0.0127,0.11388,0
23.117,-0.0067681,2.0067e-21,0.11397,0.0127,0.11397,0
22.291,-0.0056515,8.2156e-21,0.11397,0.0127,0.11397,0
21.667,-0.0049356,9.6072e-21,0.11405,0.0127,0.11405,0
20.495,-0.0038649,1.3187e-20,0.11405,0.0127,0.11405,0
19.977,-0.0034749,1.5065e-20,0.11411,0.0127,0.11411,0
18.214,-0.0024689,6.8469e-21,0.11411,0.0127,0.11411,0
17.91,-0.0023312,3.7937e-21,0.11417,0.0127,0.11417,0
15.08,-0.0014013,-5.8828e-21,0.11417,0.0127,0.11417,0
15.257,-0.0014461,-5.989e-21,0.11421,0.0127,0.11421,0
10.711,-0.00062325,-1.0401e-20,0.11421,0.0127,0.11421,0
11.883,-0.00078197,-8.0999e-21,0.11424,0.0127,0.11424,0
5.4944,-0.00016725,-1.0894e-20,0.11424,0.0127,0.11424,0
7.9699,-0.00033045,-1.2731e-20,0.11428,0.0127,0.11428,0
0.36707,-7.806e-06,-8.4554e-22,0.11428,0.0127,0.11428,0
3.9987,-8.5035e-05,-9.211e-21,0.1143,0.0127,0.1143,0
nan,nan,nan,0.1143,0.0127,0.1143,0
nan,nan,nan,0.2,0.0127,0.2,0
